PublicName / Nom public,AgencyDescription / Descriptiondelorganisme,PhysicalAddress1 / Adressemunicipale1,PhysicalAddress2 / Adressemunicipale2,UpdatedOn / Misàjourle,LanguageOfRecord / Languedudossier,PhysicalCity / Villephysique,PhysicalStateProvince / Étatprovincephysique,PhysicalPostalCode / Codepostal,Latitude / Latitude,Longitude / Longitude,PhoneNumberBusinessLine / Numérodetéléphonedaffaires,PhoneTollFree / Téléphonesansfrais,PhoneTTY / TéléphoneATS,PhoneFax / Télécopieur,WebsiteAddress / Adressedusite Web,Hours / Heures,DisabilitiesAccess/ Accèspourhandicapés,FeeStructureSource / Sourcedeléchelledestarifs,ApplicationProcess / Processusdedemande,Eligibility / Admissibilité,LanguagesOfferedList / Listedeslanguesoffertes,Coverage / Portée
Centre francophone de Toronto - Espace jeunesse,"Offre des séances de counselling en toute confidentialité aux jeunes qui rencontrent des difficultés dans leur vie.  Les rencontres individualisées avec les thérapeutes permettent à la personne de trouver une écoute à ses besoins, du soutien et des solutions aux défis qu'elle rencontre. * Les services de thérapie et de counselling en santé mentale sont offets aux individus, aux couples et aux familles.",22 rue College,,May  4 2015  2:10:16,English,Toronto,ON,M5G 1K2,43.6613296,-79.3840986,416-922-2672 ext 233,,,416-922-6624,http://www.centrefranco.org,Mon 8:30am-4:30pm * Tue 8:30am-4:30pm * Wed 8:30am-4:30pm * Thu 8:30am-4:30pm * Fri 8:30am-4:30pm *,Entièrement accessible,Gratuit,Rendez-vous requis Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Jeunes enfants de 7-18 ans et leurs familles.,français,Toronto
Centre francophone de Toronto - Espace jeunesse,"Offre des séances de counselling en toute confidentialité aux jeunes qui rencontrent des difficultés dans leur vie.  Les rencontres individualisées avec les thérapeutes permettent à la personne de trouver une écoute à ses besoins, du soutien et des solutions aux défis qu'elle rencontre. * Les services de thérapie et de counselling en santé mentale sont offets aux individus, aux couples et aux familles.",22 rue College,,May  4 2015  2:10:16,French,Toronto,ON,M5G 1K2,43.6613296,-79.3840986,416-922-2672 ext 233,,,416-922-6624,http://www.centrefranco.org,Lun 8h30-16h30 * Mar 8h30-16h30 * Mer 8h30-16h30 * Jeu 8h30-16h30 * Ven 8h30-16h30 *,Entièrement accessible,Gratuit,Rendez-vous requis Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Jeunes enfants de 7-18 ans et leurs familles.,français,Toronto
Centre Psychosocial - Clinique externe,"Offre des services de santé mentale aux enfants, aux jeunes et à leurs familles.  Offre des services aux enfants et aux jeunes qui présentent des difficultés d'adaptation, des problèmes de comportement ou autres symptômes associés à la santé mentale.","150, chemin Montreal",Bureau 300,Apr 14 2014  3:56:59,English,Vanier,ON,K1L 8H2,45.434699,-75.665249,613-789-2240,,,613-789-2236,http://www.centrepsychosocial.ca,Mon 8am-4:30pm * Tue 8am-4:30pm * Wed 8am-4:30pm * Thu 8am-4:30pm * Fri 8am-4:30pm *,Entièrement accessible,Gratuit,Recommandation d'un parent/tuteur requise ou Recommandation médicale requise ou Recommandation professionnelle (non-médicale) requise Aucuns documents requis,Enfants et jeunes de 18 ans et moins.,français,"Vanier, OttawaOttawa, Ottawa"
Centre Psychosocial - Clinique externe,"Offre des services de santé mentale aux enfants, aux jeunes et à leurs familles.  Offre des services aux enfants et aux jeunes qui présentent des difficultés d'adaptation, des problèmes de comportement ou autres symptômes associés à la santé mentale.","150, chemin Montreal",Bureau 300,Apr 14 2014  3:56:59,French,Vanier,ON,K1L 8H2,45.434699,-75.665249,613-789-2240,,,613-789-2236,http://www.centrepsychosocial.ca,Lun 8h-16h30 * Mar 8h-16h30 * Mer 8h-16h30 * Jeu 8h-16h30 * Ven 8h-16h30 *,Entièrement accessible,Gratuit,Recommandation d'un parent/tuteur requise ou Recommandation médicale requise ou Recommandation professionnelle (non-médicale) requise Aucuns documents requis,Enfants et jeunes de 18 ans et moins.,français,"Vanier, OttawaOttawa, Ottawa"
Centre for Addiction and Mental Health - Aboriginal Services,Offers individual and family counselling for Aboriginal people experiencing problems with mental health and addictions using traditional and modern methods.,60 White Squirrel Way,2nd Floor,Apr  2 2016 12:00:00,English,Toronto,ON,M6J 1H4,43.643061,-79.421193,416-535-8501 ext 33985,,,,http://www.camh.ca,Mon 8:30am-4:30pm * Tue 8:30am-4:30pm * Wed 8:30am-4:30pm * Thu 8:30am-4:30pm * Fri 8:30am-4:30pm *,Wheelchair accessible,Cost unknown - inquire for more information,Registration required Documents not specified - inquire for more information,Aboriginal people ages 16 and up and their families.,English,"TorontoToronto, Toronto"
Centre for Addiction and Mental Health - Aboriginal Services,Offre des services de counselling individuels et en familles pour les Autochtones qui éprouvent des problèmes de santé mentale et de dépendances. Offre des services fondés sur la culture Autochtone et des méthodes moderne.,60 rue White Squirrel,2ème étage,Apr  2 2016 12:00:00,French,Toronto,ON,M6J 1H4,43.643061,-79.421193,416-535-8501 ext 33985,,,,http://www.camh.ca,Lun 8h30-16h30 * Mar 8h30-16h30 * Mer 8h30-16h30 * Jeu 8h30-16h30 * Ven 8h30-16h30 *,Entièrement accessible,Gratuit,Accès sans recommandation Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Autochtones de 16 ans et plus et leurs familles,anglais,"TorontoToronto, Toronto"
Centretown Community Health Centre - GLBTTQ Youth Mental Health Counselling,"Offers support and counselling for GLBTTQ youth and their families. Focus on exploring sexual orientation, gender identity and building resilience.",420 Cooper Street,,Jun 10 2014  2:40:00,English,Ottawa,ON,K2P 2N6,45.4154623,-75.6977578,613-233-4443,,613-233-0651,613-233-3987,http://www.centretownchc.org,Mon 10am-8pm * Tue 10am-8pm * Wed 10am-8pm * Thu 10am-8pm * Fri 10am-8pm *,Not applicable,Free,Appointment Required Documents not specified - inquire for more information,Youth ages 12—25 and their families,English,"Ottawa, Ottawa"
Centretown Community Health Centre - GLBTTQ Youth Mental Health Counselling,"Offre des services de couselling aux jeunes GLBTTQ et leurs families. Le counselling se concentrer sur l'exploration de l'orientation sexuelle, l'identité de genre et de la résilience.",420 rue Cooper,,Jun 10 2014  2:40:00,French,Ottawa,ON,K2P 2N6,45.4154623,-75.6977578,613-233-4443,,613-233-0651,613-233-3987,http://www.centretownchc.org,Lun 10h-20h * Mar 10h-20h * Mer 10h-20h * Jeu 10h-20h * Ven 10h-20h *,Pas applicable,Gratuit,Rendez-vous requis Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Jeunes de 12-25 ans et leurs familles.,anglais,"Ottawa, Ottawa"
Centre for Addiction and Mental Health - Access CAMH Centralized Intake,"Centralized intake for all programs and services offered by CAMH including mental health services, including counselling, assessment and residential programs, substance abuse counselling programs and crisis-based services.",1001 Queen Street West,,Jan  5 2016  9:50:28,English,Toronto,ON,M6J 1H4,43.6435848,-79.4185408,416-535-8501,,,,http://www.camh.ca,24/7,Unknown,Free,Assessment Required Health Card,Open to all - intake will determine specific eligibility by client needs and program availability,English,Toronto
Centre for Addiction and Mental Health - Access CAMH Centralized Intake,"Accès centralisés aux tous les programmes et service chez  CAMH  comme des  services de counselling en matières  de santé mentale, d'évaluation, des services de crise et des programmes résidentiels.",1001 rue Queen Ouest,,Jan  5 2016  9:50:28,French,Toronto,ON,M6J 1H4,43.6435848,-79.4185408,416-535-8501,,,,http://www.camh.ca,24/7,Inconnu,Gratuit,Évaluation requise Carte santé,Toute le monde - accès sera de déterminer l'admissibilité spécifique les besoins des clients et la disponibilité des programmes,Anglais,Toronto
Children First - Mental Health Services,Offers services for young children and their families comprising a wide range of preventive measure and treatments.,3295 Quality Way,Suite 102,Jan  5 2016  7:15:31,English,Windsor,ON,N8T 3R9,42.29215,-82.9330004,519-250-1850,,,519-250-4124,http://www.children-first.ca,Mon 8:30am-4:30pm * Tue 8:30am-4:30pm * Wed 8:30am-4:30pm * Thu 8:30am-4:30pm * Fri 8:30am-4:30pm *  Service is available after hours as required.,Wheelchair Accessible,Free,Parental/Guardian Referral Required or Medical Referral Required or Professional (non-medical) Referral Required No Documentation Required,Children up to six years of age and their families.,"English, French, English, FrenchCanadian","Windsor, EssexLasalle, Essex, Windsor/ Essex County"
Children First - Mental Health Services,"Offre des services de santé mentale pour les jeunes enfants et leurs familles commes des traitements et des mesures de prévention, et de la thérapie.",3295 Quality Way,suite 102,Jan  5 2016  7:15:31,French,Windsor,ON,N8T 3R9,42.29215,-82.9330004,519-250-1850,,,519-250-4124,http://www.children-first.ca,Lun 8h30-16h30 * Mar 8h30-16h30 * Mer 8h30-16h30 * Jeu 8h30-16h30 * Ven 8h30-16h30 *  Les rendez-vous après heures sont aussi disponibles.,Entièrement accessible,Gratuit,Recommandation d’un parent/tuteur requise ou Recommandation médicale requise ou Recommandation professionnelle (non-médicale) requise Aucuns documents requis,Enfants de 6 ans et moins et leurs familles.,"anglais, français canadien","Windsor, EssexLasalle, Essex, Windsor/ Essex County"
Children First - Infant and Child Development,Offers early intervention services to families who have infants and young children with developmental and/or mental health challenges.,3295 Quality Way,Suite 102,Jan  5 2016  7:20:57,English,Windsor,ON,N8T 3R9,42.29215,-82.9330004,519-250-1850,,,519-250-4124,http://www.children-first.ca,Mon 8:30am-4:30pm * Tue 8:30am-4:30pm * Wed 8:30am-8pm * Thu 8:30am-4:30pm * Fri 8:30am-4:30pm *,Wheelchair accessible,Free,Parental/Guardian Referral Required or Medical Referral Required or Professional (non-medical) Referral Required No Documentation Required,Children 5 years and younger and their families living in Essex County.,"English, French","Windsor, Essex, Essex"
Children First - Mental Health Services,Offre des services d'intervention précoce auprès des familles ayant des jeunes enfants qui éprouvent des difficultés développementales et des défis en matière de santé mentale.,3295 Quality Way,Suite 102,Jan  5 2016  7:20:57,French,Windsor,ON,N8T 3R9,42.29215,-82.9330004,519-250-1850,,,519-250-4124,http://www.children-first.ca,Lun 8h30-16h30 * Mar 8h30-16h30 * Mer 8h30-20h * Jeu 8h30-16h30 * Ven 8h30-16h30 *,Entièrement accessible,Gratuit,Recommandation d'un parent/tuteur requise ou Recommandation médicale requise ou Recommandation professionelle (non-médicale) requise Aucuns documents requis,Enfants de 5 ans et moins et leurs familles qui habitent la région d'Essex.,"anglais, français","Windsor, Essex, Essex"
Chimo Youth And Family Services - Walk-In Counselling,"Offers walk-in counselling services for children, youth and their families who are struggling with their mental health issues.",227 Kent Street West,,Jun 25 2014  3:47:21,English,Lindsay,ON,K9V 2Z1,44.3531363,-78.7437336,705-324-3300,,,705-324-3304,http://www.chimoyouth.ca/index.html,Mon 9am-4pm * Tue 9am-4pm * Wed 9am-4pm * Thu 9am-4pm * Fri 9am-3pm *  Evening and weekend appointments can be arranged.,Not applicable,Free,Self Referral Documents not specified - inquire for more information,Children and youth under 18 and their families. Youth 12 and over can come alone.,English,"Kawartha LakesLindsay, Kawartha Lakes"
Chimo Youth And Family Services - Walk-In Counselling,"Offre des service the couselling pour les enfants, led jeunes et leurs familles qui éprouvent des problèmes de santé mentale.",227 rue Kent Ouest,,Jun 25 2014  3:47:21,French,Lindsay,ON,K9V 2Z1,44.3531363,-78.7437336,705-324-3300,,,705-324-3304,http://www.chimoyouth.ca/index.html,Lun 9h-16h * Mar 9h-16h * Mer 9h-16h * Jeu 9h-16h * Ven 9h-15h *  Rendez-vous en soirée et les fin de semaines sont possible par requis.,Pas applicable,Gratuit,Accès sans recommandation Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Enfants et jeunes de 18 et mojs et leurs familles. Les jeunes de 12 ans et plus peu venir sans un recommandation d’un parent.,anglais,"Kawartha LakesLindsay, Kawartha Lakes"
Chimo Youth and Family Services - Clinical Services,"Offers counselling services to children, youth and their families through a variety of therapy modalities such as play, brief solution-focused, family and/or individual treatment plans.",227 Kent Street West,,Jun 25 2014  3:40:30,English,Lindsay,ON,K9V 2Z1,44.3531363,-78.7437336,705-324-3300,,,705-324-3304,http://www.chimoyouth.ca,Mon 9am-5pm * Tue 9am-5pm * Wed 9am-5pm * Thu 9am-5pm * Fri 9am-5pm *,Wheelchair accessible,Free,Self Referral No Documentation Required,Children and youth 17 years and younger and their families.,English,"Lindsay, Kawartha Lakes"
Chimo Youth and Family Services - Clinical Services,"Offre des services de counseling aux enfants, aux jeunes et leurs familles.  Offre des services de counseling individuels et en famille.","227, rue Kent ouest",,Jun 25 2014  3:40:30,French,Lindsay,ON,K9V 2Z1,44.3531363,-78.7437336,705-324-3300,,,705-324-3304,http://www.chimoyouth.ca,Lun 9h-17h * Mar 9h-17h * Mer 9h-17h * Jeu 9h-17h * Ven 9h-17h *,Entièrement accessible,Gratuit,Accès sans recommandation Aucuns documents requis,Enfants et jeunes de 17 and et moins et leurs familles,anglais,"Lindsay, Kawartha Lakes"
Chinese Family Services Of Ontario - Family Counselling,Offers counselling services to Chinese-Canadian familiies.,3330 Midland Avenue,Suite 229,Oct  7 2014  2:47:52,English,Scarborough,ON,M1V 5E7,43.808016,-79.2894998,416-979 8299,1-866-979-8298,,416-979 2743,Http://www.chinesefamilyso.com,Mon 9am-5pm * Tue 9am-8:30pm * Wed 9am-5pm * Thu 9am-8:30pm * Fri 9am-5pm *,Not applicable,Free,Appointment Required Documents not specified - inquire for more information,Chinese-Canadian families.,"M, English, Cantonese, Mandarin","TorontoToronto, Toronto"
Chinese Family Services Of Ontario - Family Counselling,Offre des services de counselling aux familles d'origine chinoise.,3330 avenue Midland,suite 229,Oct  7 2014  2:47:52,French,Scarborough,ON,M1V 5E7,43.808016,-79.2894998,416-979 8299,1-866-979-8298,,416-979 2743,Http://www.chinesefamilyso.com,Lun 9h-17h * Mar 9h-20h30 * Mer 9h-17h * Jeu 9h-20h30 * Ven 9h-17h *,Pas applicable,Gratuit,Rendez-vous requis Documents nécessaires n’ont pas été spécifiés – se renseigner pour plus d’information,Familles d'origine chinoise.,"anglais, cantonais, mandarin","TorontoToronto, Toronto"
Choices for Change - Crossing Bridges,"Offers drop-in programming for youth who are struggling with substance use. Provides food, shelter, and education.",142 Ontario Street,Knox Presbyterian Church,Jan  6 2016  4:40:29,English,Stratford,ON,N5A 3H2,43.371792,-80.980033,,,,,http://www.choicesforchange.ca,Mon 11am-3pm * Tue 11am-3PM * Wed 11am-3pm * Thu 11;00-3PM * Fri 11am-3pm *,Not applicable,Free,Drop In No Documentation Required,Youth 16-24 impacted by or experiencing issues with substance misuse.,English,"Huron, Perth, Huron and Perth Counties"
Choices for Change - Crossing Bridges,Offre des services de counselling de d'éducation sans rendez-vous aux jeunes qui éprouvent des problèmes de dépendances.  Offres  le logement  et  l es repas  pendant les jours aussi.,142 rue Ontario Street,Knox Presbyterian Church,Jan  6 2016  4:40:29,French,Stratford,ON,N5A 3H2,43.371792,-80.980033,,,,,http://www.choicesforchange.ca,Lun 11h-15h * Mar 11h-3PMh * Mer 11h-15h * Jeu 11;00h-3PMh * Ven 11h-15h *,Pas applicable,Gratuit,Aucun rendez-vous requis Aucuns documents requis,Jeunes de 16-24 touchée par ou rencontrez des problèmes de dépendances.,anglais,"Huron, Perth"
Children's Centre Thunder Bay - Child and Family Treatment Services,Offers service for children and youth and their families who require treatment for mental health difficulties.,283 Lisgar Street,,Jun 26 2014  7:43:03,English,Thunder Bay,ON,P7B 6G6,48.4237453,-89.2314693,807-343-5000,,,807-345-0444,http://www.childrenscentre.ca/,Mon 8:30am-6pm * Tue 8:30am-6pm * Wed 8:30am-6pm * Thu 8:30am-6pm * Fri 8:30am-4pm *,Not applicable,Free,Registration required Documents not specified - inquire for more information,"Children and youth, ages 6-17 and their families.",English,"Thunder Bay, Thunder Bay"
Children's Centre Thunder Bay - Child and Family Treatment Services,Offre des services de traitement aux enfants et aux jeunes qui éprouvent des difficultés en matière de santé mentale.,"283, rue Lisgar",,Jun 26 2014  7:43:03,French,Thunder Bay,ON,P7B 6G6,48.4237453,-89.2314693,807-343-5000,,,807-345-0444,http://www.childrenscentre.ca/,Lun 8h30-18h * Mar 8h30-18h * Mer 8h30-18h * Jeu 8h30-18h * Ven 8h30-16h *,Pas applicable,Gratuit,Inscription requise Documents nécessaires n'ont pas été spécifiés - se renseigner pour plus d'information,Enfants et jeunes de 6-17 ans et leurs familles.,anglais,"Thunder Bay, Thunder Bay"
Chippewas of Nawash Unceded First Nation - Child and Youth Mental Health and Addictions Couselling,"Offers services in the areas of counselling, identification and mental health support and aid",247 Prairie Road,,Mar 21 2016 12:26:11,English,Wiarton,ON,N0H 2T0,44.7419729,-81.1408344,519-534-0373,,,519-534-2529,http://www.nawash.ca/child-and-youth-mental-health-and-addictions-couselor/,Mon 8:30am-4:30pm * Tue 8:30am-4:30pm * Wed 8:30am-4:30pm * Thu 8:30am-4:30pm * Fri 8:30am-4:30pm *,Not applicable,Free,Drop In No Documentation Required,Aboriginal children and youths aged 0-18,English,"BruceWiarton, Bruce"
